qseqid_ID,genome_ncbi_acc,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,virus,length,distance
AT10B_S15_NODE_1_length_45468_cov_7,MF668286.1,2973.535,103329,139262.0,Rhodococcus phage Trina,7884,0.926456
AT10B_S15_NODE_1_length_45468_cov_7,KX774321.1,1598.107,103329,134973.0,Rhodococcus phage Weasels2,4188,0.959763
AT10B_S15_NODE_1_length_45468_cov_7,MF431616.1,398.04,103329,40907.0,Lentibacter phage vB_LenP_ICBM2,642,0.983442
AT10B_S15_NODE_1_length_45468_cov_7,KT124227.1,350.892,103329,49562.0,Streptomyces phage Aaronocolus,1083,0.98623
AT10B_S15_NODE_1_length_45468_cov_7,KC700558.1,352.732,103329,51077.0,Streptomyces phage Zemlya,1082,0.986293
AT10B_S15_NODE_1_length_45468_cov_7,KT124228.1,350.776,103329,50773.0,Streptomyces phage Danzina,1076,0.986342
AT10B_S15_NODE_1_length_45468_cov_7,JQ067084.3,364.24,103329,57899.0,Pseudomonas phage PaMx25,628,0.986445
AT10B_S15_NODE_1_length_45468_cov_7,KX129925.1,364.24,103329,58566.0,Pseudomonas phage NP1,628,0.986501
AT10B_S15_NODE_1_length_45468_cov_7,KX925554.1,281.081,103329,112523.0,Streptomyces phage BRock,660,0.992187
AT10B_S15_NODE_1_length_45468_cov_7,MK620900.1,128.01,103329,18251.0,Streptomyces phage Forthebois,251,0.993683
AT10B_S15_NODE_1_length_45468_cov_7,MK305890.1,126.91,103329,18266.0,Streptomyces phage WheeHeim,259,0.993738
AT10B_S15_NODE_1_length_45468_cov_7,KC691257.1,255.18,103329,154872.0,Mycobacterium phage Astraea,688,0.99407
AT10B_S15_NODE_1_length_45468_cov_7,AY129337.1,255.18,103329,156102.0,Mycobacterium phage Bxz1,688,0.994098
AT10B_S15_NODE_1_length_45468_cov_7,EF101928.1,348.75,103329,288047.0,Acanthocystis turfacea chlorella virus 1,625,0.994653
AT10B_S15_NODE_1_length_45468_cov_7,KF669650.1,140.976,103329,56789.0,Clavibacter phage CN1A,356,0.994717
AT10B_S15_NODE_1_length_45468_cov_7,JF704092.1,212.948,103329,153401.0,Mycobacterium phage Alice,556,0.995023
AT10B_S15_NODE_1_length_45468_cov_7,JN412588.1,211.836,103329,157568.0,Mycobacterium phage Dandelion,556,0.995128
AT10B_S15_NODE_1_length_45468_cov_7,KX752698.1,213.844,103329,160985.0,Mycobacterium phage Tonenili,554,0.995146
AT10B_S15_NODE_1_length_45468_cov_7,MF185731.1,125.828,103329,58247.0,Arthrobacter phage Molivia,379,0.995327
AT10B_S15_NODE_1_length_45468_cov_7,KR011062.1,138.824,103329,76964.0,Tsukamurella phage TIN2,518,0.99538
AT10B_S15_NODE_1_length_45468_cov_7,KF669659.1,116.928,103329,49836.0,Bacillus phage Riggi,224,0.99542
AT10B_S15_NODE_1_length_45468_cov_7,MK002701.1,122.822,103329,58072.0,Halobacterium phage phiH,403,0.995434
AT10B_S15_NODE_1_length_45468_cov_7,KC330684.1,116.032,103329,49259.0,Bacillus phage Andromeda,224,0.995437
AT10B_S15_NODE_1_length_45468_cov_7,KC330679.1,116.032,103329,49425.0,Bacillus phage Curly,224,0.995442
AT10B_S15_NODE_1_length_45468_cov_7,KF669651.1,114.912,103329,49246.0,Bacillus phage Glittering,224,0.995481
AT10B_S15_NODE_1_length_45468_cov_7,AF320576.1,135.184,103329,86155.0,Salmonella phage FelixO1,390,0.995719
AT10B_S15_NODE_1_length_45468_cov_7,KU998242.1,124.16,103329,74073.0,Gordonia phage Demosthenes,485,0.995801
AT10B_S15_NODE_1_length_45468_cov_7,KU963258.1,124.902,103329,75380.0,Gordonia phage Katyusha,486,0.995807
AT10B_S15_NODE_1_length_45468_cov_7,KF024725.1,123.004,103329,76050.0,Mycobacterium phage Whirlwind,322,0.995886
AT10B_S15_NODE_1_length_45468_cov_7,MN234228.1,121.858,103329,77876.0,Mycobacterium phage Tourach,319,0.995965
AT10B_S15_NODE_1_length_45468_cov_7,KU160638.1,108.9,103329,59173.0,Arthrobacter phage Amigo,363,0.995979
AT10B_S15_NODE_1_length_45468_cov_7,MG646672.1,124.896,103329,84916.0,Salmonella phage BPS17L1,356,0.996019
AT10B_S15_NODE_1_length_45468_cov_7,KX557272.1,127.1,103329,92580.0,Gordonia phage Bantam,310,0.996107
AT10B_S15_NODE_1_length_45468_cov_7,KX557281.1,114.176,103329,78302.0,Gordonia phage Jumbo,446,0.996228
AT10B_S15_NODE_1_length_45468_cov_7,MH248947.1,96.036,103329,50129.0,Streptomyces phage Yosif,212,0.996245
AT10B_S15_NODE_1_length_45468_cov_7,KT151955.1,139.807,103329,126341.0,Brevibacillus phage Jenst,557,0.996348
AT10B_S15_NODE_1_length_45468_cov_7,EU877232.1,114.922,103329,88487.0,Escherichia phage wV8,313,0.996405
AT10B_S15_NODE_1_length_45468_cov_7,MF766048.1,87.99,103329,50574.0,Streptomyces phage Tefunt,210,0.99657
AT10B_S15_NODE_1_length_45468_cov_7,MK279841.1,104.076,103329,83219.0,Streptomyces phage Hiyaa,237,0.996653
AT10B_S15_NODE_1_length_45468_cov_7,JN712910.1,98.969,103329,93839.0,Bacillus phage BCD7,331,0.996988
AT10B_S15_NODE_1_length_45468_cov_7,MH834611.1,70.028,103329,41165.0,Arthrobacter phage Eileen,122,0.997092
AT10B_S15_NODE_1_length_45468_cov_7,CP023680.1,66.045,103329,36494.0,Zymomonas mobilis subsp. mobilis,259,0.997166
AT10B_S15_NODE_1_length_45468_cov_7,CP006891.1,66.045,103329,36892.0,Zymomonas mobilis subsp. mobilis str. CP4 = NRRL B-14023,259,0.997174
AT10B_S15_NODE_1_length_45468_cov_7,KU998244.1,92.016,103329,93139.0,Gordonia phage Smoothie,288,0.99719
AT10B_S15_NODE_1_length_45468_cov_7,KM066034.1,75.069,103329,57052.0,Mycobacterium phage Inventum,171,0.997192
AT10B_S15_NODE_1_length_45468_cov_7,MF668270.1,74.054,103329,56418.0,Mycobacterium phage Emma,122,0.997219
AT10B_S15_NODE_1_length_45468_cov_7,MK305886.1,75.069,103329,58666.0,Mycobacterium phage Poenanya,171,0.99722
AT10B_S15_NODE_1_length_45468_cov_7,MH020235.1,74.054,103329,57737.0,Mycobacterium phage Batiatus,122,0.997241
AT10B_S15_NODE_1_length_45468_cov_7,MH536826.1,70.992,103329,51265.0,Gordonia phage Ruthy,174,0.997245
AT10B_S15_NODE_1_length_45468_cov_7,JX411620.1,74.043,103329,58866.0,Mycobacterium phage Dorothy,171,0.997261
AT10B_S15_NODE_1_length_45468_cov_7,KR053194.1,69.96,103329,49979.0,Gordonia phage GAL1,120,0.997262
AT10B_S15_NODE_1_length_45468_cov_7,JQ300538.1,74.054,103329,61164.0,Mycobacterium phage Spartacus,122,0.997299
AT10B_S15_NODE_1_length_45468_cov_7,JN201525.1,88.94,103329,106327.0,Mycobacterium phage Thibault,220,0.997455
AT10B_S15_NODE_1_length_45468_cov_7,KY006473.1,62.997,103329,47079.0,Mycobacterium phage LeoAvram,253,0.997487
AT10B_S15_NODE_1_length_45468_cov_7,MH001454.1,63.954,103329,52856.0,Gordonia phage Waits,114,0.997543
AT10B_S15_NODE_1_length_45468_cov_7,MH727563.1,62.997,103329,51029.0,Mycobacterium phage Wizard007,253,0.997551
AT10B_S15_NODE_1_length_45468_cov_7,KY204245.1,62.997,103329,51131.0,Mycobacterium phage Camperdownii,253,0.997553
AT10B_S15_NODE_1_length_45468_cov_7,KF841475.1,62.997,103329,51236.0,Mycobacterium phage BellusTerra,253,0.997555
AT10B_S15_NODE_1_length_45468_cov_7,GQ303263.1,62.997,103329,51376.0,Mycobacterium phage Peaches,253,0.997557
AT10B_S15_NODE_1_length_45468_cov_7,JQ896627.1,62.997,103329,51440.0,Mycobacterium phage ICleared,253,0.997558
AT10B_S15_NODE_1_length_45468_cov_7,MN813696.1,62.997,103329,51679.0,Mycobacterium phage Cintron,253,0.997562
AT10B_S15_NODE_1_length_45468_cov_7,KX557284.1,63.042,103329,52738.0,Gordonia phage Strosahl,114,0.997576
AT10B_S15_NODE_1_length_45468_cov_7,KU998249.1,63.042,103329,52924.0,Gordonia phage Soups,114,0.997579
AT10B_S15_NODE_1_length_45468_cov_7,DQ398043.1,62.021,103329,52047.0,Mycobacterium phage Che12,109,0.997605
AT10B_S15_NODE_1_length_45468_cov_7,KP010413.1,76.05,103329,87510.0,Salmonella phage vB_SPuM_SP116,225,0.997609
AT10B_S15_NODE_1_length_45468_cov_7,MG646669.1,76.05,103329,87609.0,Salmonella phage BPS17W1,225,0.99761
AT10B_S15_NODE_1_length_45468_cov_7,JF946695.1,62.021,103329,52474.0,Mycobacterium phage SWU1,109,0.997612
AT10B_S15_NODE_1_length_45468_cov_7,KT206225.1,60.99,103329,50418.0,Mycobacterium phage Phlei,114,0.99762
AT10B_S15_NODE_1_length_45468_cov_7,KP793132.1,53.94,103329,32682.0,Lactococcus phage 936 group phage PhiM1127,174,0.99762
AT10B_S15_NODE_1_length_45468_cov_7,DQ529280.1,102.039,103329,161475.0,Aeromonas phage 25,339,0.997688
AT10B_S15_NODE_1_length_45468_cov_7,KU245542.1,75.012,103329,93191.0,Pseudomonas phage SM1,228,0.99771
AT10B_S15_NODE_1_length_45468_cov_7,JN377894.1,100.005,103329,160646.0,Aeromonas phage Aes508,339,0.997727
AT10B_S15_NODE_1_length_45468_cov_7,JN377895.1,100.005,103329,161978.0,Aeromonas phage Aes012,339,0.997738
AT10B_S15_NODE_1_length_45468_cov_7,KJ567043.1,72.983,103329,90460.0,Mycobacterium phage Gaia,161,0.99774
AT10B_S15_NODE_1_length_45468_cov_7,MF479730.1,100.005,103329,162422.0,Aeromonas phage AS-gz,339,0.997742
AT10B_S15_NODE_1_length_45468_cov_7,HM452125.1,100.005,103329,163875.0,Aeromonas phage phiAS4,339,0.997754
AT10B_S15_NODE_1_length_45468_cov_7,MH179476.1,100.005,103329,164983.0,Aeromonas phage 50AhydR13PP,339,0.997764
AT10B_S15_NODE_1_length_45468_cov_7,MH179477.1,100.005,103329,165795.0,Aeromonas phage 60AhydR15PP,339,0.99777
AT10B_S15_NODE_1_length_45468_cov_7,KU998246.1,72.0,103329,92618.0,Gordonia phage ClubL,240,0.997795
AT10B_S15_NODE_1_length_45468_cov_7,EU826466.1,98.086,103329,164602.0,Mycobacterium phage Myrna,212,0.997803
AT10B_S15_NODE_1_length_45468_cov_7,KU998247.1,72.0,103329,93843.0,Gordonia phage Bachita,240,0.997809
AT10B_S15_NODE_1_length_45468_cov_7,EU710883.1,68.08,103329,84576.0,Erwinia phage phiEa21-4,184,0.997826
AT10B_S15_NODE_1_length_45468_cov_7,HQ728263.1,68.08,103329,84694.0,Erwinia phage vB_Eam-MM7,185,0.997827
AT10B_S15_NODE_1_length_45468_cov_7,JF937101.1,76.006,103329,109086.0,Mycobacterium phage LittleE,122,0.997853
AT10B_S15_NODE_1_length_45468_cov_7,MH834629.1,52.052,103329,43206.0,Arthrobacter phage Yang,182,0.997869
AT10B_S15_NODE_1_length_45468_cov_7,KM092515.1,66.976,103329,86252.0,Escherichia phage HY02,182,0.99788
AT10B_S15_NODE_1_length_45468_cov_7,JN698997.1,75.088,103329,110569.0,Mycobacterium phage Courthouse,247,0.997894
AT10B_S15_NODE_1_length_45468_cov_7,KM657822.1,66.978,103329,88403.0,Escherichia phage vB_EcoM-VpaE1,183,0.997904
AT10B_S15_NODE_1_length_45468_cov_7,HQ711985.1,54.954,103329,54024.0,Detrevirus PMG1,142,0.997905
AT10B_S15_NODE_1_length_45468_cov_7,MF448340.1,112.85,103329,229929.0,Aeromonas phage AS-zj,305,0.997968
AT10B_S15_NODE_1_length_45468_cov_7,MF498775.1,112.85,103329,230024.0,Aeromonas phage AS-sw,305,0.997969
AT10B_S15_NODE_1_length_45468_cov_7,KR063280.1,63.12,103329,83324.0,Gordonia phage GMA6,240,0.997971
AT10B_S15_NODE_1_length_45468_cov_7,MH576973.1,57.977,103329,70183.0,Mycobacterium phage Bromden,113,0.997995
AT10B_S15_NODE_1_length_45468_cov_7,KT240186.1,48.928,103329,43872.0,Dickeya phage BF25/12,176,0.998006
AT10B_S15_NODE_1_length_45468_cov_7,JX123262.1,109.928,103329,231743.0,Aeromonas phage CC2,302,0.998032
AT10B_S15_NODE_1_length_45468_cov_7,MG518519.1,48.069,103329,45177.0,Streptomyces phage Manuel,147,0.998058
AT10B_S15_NODE_1_length_45468_cov_7,FR719956.1,54.964,103329,74704.0,Roseovarius Plymouth podovirus 1,151,0.998148
AT10B_S15_NODE_1_length_45468_cov_7,MN908687.1,78.044,103329,152435.0,Gordonia phage Skog,179,0.998169
AT10B_S15_NODE_1_length_45468_cov_7,MK937592.1,72.96,103329,136361.0,Mycobacterium phage Phrappuccino,120,0.998174
AT10B_S15_NODE_1_length_45468_cov_7,MN505213.1,49.928,103329,63971.0,Serratia phage JS26,158,0.998209
AT10B_S15_NODE_1_length_45468_cov_7,GU967410.1,43.011,103329,48211.0,Lactobacillus phage LBR48,81,0.998297
AT10B_S15_NODE_1_length_45468_cov_7,MK977695.1,71.912,103329,150830.0,Gordonia phage Pupper,178,0.998302
AT10B_S15_NODE_1_length_45468_cov_7,MT498036.1,45.018,103329,58928.0,Gordonia Phage Zitch,82,0.998335
AT10B_S15_NODE_1_length_45468_cov_7,DQ398052.2,49.984,103329,78296.0,Mycobacterium phage Wildcat,142,0.998349
AT10B_S15_NODE_1_length_45468_cov_7,JX997183.1,124.011,103329,348463.0,Paramecium bursaria Chlorella virus NYs1,373,0.998353
AT10B_S15_NODE_1_length_45468_cov_7,KU130129.1,53.055,103329,92816.0,Pseudomonas phage vB_PsyM_KIL4,135,0.998377
AT10B_S15_NODE_1_length_45468_cov_7,LT960551.1,118.907,103329,354378.0,Yersinia phage fHe-Yen9-04,409,0.998441
AT10B_S15_NODE_1_length_45468_cov_7,JN412589.1,44.954,103329,70506.0,Mycobacterium phage Patience,133,0.998448
AT10B_S15_NODE_1_length_45468_cov_7,MK310144.1,45.021,103329,71059.0,Mycobacterium phage CicholasNage,129,0.998451
AT10B_S15_NODE_1_length_45468_cov_7,KY883654.1,54.0,103329,111671.0,Vibrio phage JSF10,150,0.998493
AT10B_S15_NODE_1_length_45468_cov_7,KY883655.1,54.0,103329,111671.0,Vibrio phage JSF12,150,0.998493
AT10B_S15_NODE_1_length_45468_cov_7,KX405003.1,48.0,103329,89817.0,Salmonella phage BPS15Q2,128,0.998509
AT10B_S15_NODE_1_length_45468_cov_7,KP280063.1,54.0,103329,116138.0,Vibrio phage phi 3,150,0.998524
AT10B_S15_NODE_1_length_45468_cov_7,DQ491002.1,115.924,103329,368683.0,Paramecium bursaria Chlorella virus NY2A,331,0.998526
AT10B_S15_NODE_1_length_45468_cov_7,KT454805.2,47.029,103329,90743.0,Escherichia phage phiSUSP1,131,0.998546
AT10B_S15_NODE_1_length_45468_cov_7,KU574722.1,116.007,103329,378379.0,Pectinobacterium phage vB_PcaM_CBB,387,0.998555
AT10B_S15_NODE_1_length_45468_cov_7,JF957059.1,51.054,103329,109270.0,Mycobacterium phage Optimus,134,0.998559
AT10B_S15_NODE_1_length_45468_cov_7,MN010758.1,35.035,103329,43143.0,Gordonia phage Dardanus,91,0.998565
AT10B_S15_NODE_1_length_45468_cov_7,KY652726.1,59.967,103329,147443.0,Klebsiella phage vB_KpnM_BIS47,186,0.998565
AT10B_S15_NODE_1_length_45468_cov_7,MW435855.1,42.0,103329,72623.0,Mycobacterium phage OhShagHennessy,84,0.998568
AT10B_S15_NODE_1_length_45468_cov_7,MH675552.1,48.994,103329,102679.0,Bacteroides phage crAss001,131,0.998573
AT10B_S15_NODE_1_length_45468_cov_7,MT774375.1,48.048,103329,98826.0,crAssphage cr50_1,112,0.998574
AT10B_S15_NODE_1_length_45468_cov_7,JQ031132.1,56.07,103329,136947.0,Escherichia phage FV3,210,0.9986
AT10B_S15_NODE_1_length_45468_cov_7,KT001917.1,53.97,103329,135391.0,Escherichia phage Murica,210,0.998644
AT10B_S15_NODE_1_length_45468_cov_7,KX377933.1,42.968,103329,87662.0,Escherichia phage vB_EcoM_Alf5,131,0.99865
AT10B_S15_NODE_1_length_45468_cov_7,KC690136.1,53.97,103329,136910.0,Escherichia phage JES2013,210,0.998652
AT10B_S15_NODE_1_length_45468_cov_7,DQ832317.1,53.97,103329,137947.0,Escherichia phage V5,210,0.998658
AT10B_S15_NODE_1_length_45468_cov_7,MF805809.1,55.902,103329,147659.0,Escherichia phage vB_EcoM_PHB05,242,0.998664
AT10B_S15_NODE_1_length_45468_cov_7,KJ190158.1,53.97,103329,139020.0,Escherichia phage FFH2,210,0.998664
AT10B_S15_NODE_1_length_45468_cov_7,MT932211.1,55.902,103329,147702.0,Escherichia phage VEcB,242,0.998664
AT10B_S15_NODE_1_length_45468_cov_7,FR775895.2,55.902,103329,148612.0,Enterobacteria phage phi92,242,0.998669
AT10B_S15_NODE_1_length_45468_cov_7,MT522000.1,35.04,103329,54814.0,Mycobacterium phage Soul22,80,0.998671
AT10B_S15_NODE_1_length_45468_cov_7,MH816848.1,55.902,103329,149506.0,Escherichia phage vB_vPM_PD06,242,0.998673
AT10B_S15_NODE_1_length_45468_cov_7,MN850618.1,54.934,103329,150473.0,Escherichia phage tuntematon,242,0.998701
AT10B_S15_NODE_1_length_45468_cov_7,MN850632.1,53.966,103329,147009.0,Escherichia phage alia,242,0.998707
AT10B_S15_NODE_1_length_45468_cov_7,KY683736.1,50.042,103329,129454.0,Escherichia phage V18,191,0.99871
AT10B_S15_NODE_1_length_45468_cov_7,KJ567041.1,33.975,103329,55307.0,Mycobacterium phage Zapner,75,0.998715
AT10B_S15_NODE_1_length_45468_cov_7,KX552041.2,53.966,103329,149813.0,Escherichia phage ESCO13,242,0.998721
AT10B_S15_NODE_1_length_45468_cov_7,GU071108.1,59.003,103329,174285.0,Prochlorococcus phage Syn33,161,0.998725
AT10B_S15_NODE_1_length_45468_cov_7,MK373788.1,53.966,103329,151194.0,Escherichia phage vB_EcoM_Schickermooser,242,0.998728
AT10B_S15_NODE_1_length_45468_cov_7,MT496970.1,53.966,103329,151202.0,Escherichia phage Mt1B1_P17,242,0.998728
AT10B_S15_NODE_1_length_45468_cov_7,MH051333.1,53.966,103329,151671.0,Escherichia phage vB_EcoM-Ro121c4YLVW,242,0.99873
AT10B_S15_NODE_1_length_45468_cov_7,KU130126.1,41.022,103329,90552.0,Pseudomonas phage vB_PsyM_KIL1,129,0.99873
AT10B_S15_NODE_1_length_45468_cov_7,MH153813.1,35.026,103329,62312.0,Microbacterium phage Squash,83,0.998731
AT10B_S15_NODE_1_length_45468_cov_7,MH651187.1,33.975,103329,58078.0,Mycobacterium phage Renaud18,75,0.998737
AT10B_S15_NODE_1_length_45468_cov_7,KU686199.1,60.998,103329,198190.0,Synechococcus phage S-CAM3,138,0.998786
AT10B_S15_NODE_1_length_45468_cov_7,MF185728.1,35.956,103329,77031.0,Mycobacterium phage Finemlucis,89,0.998804
AT10B_S15_NODE_1_length_45468_cov_7,MW132713.1,28.992,103329,43366.0,Gordonia phage TinaLin,64,0.998814
AT10B_S15_NODE_1_length_45468_cov_7,MT774394.1,38.01,103329,92815.0,crAssphage cr271_1,105,0.998837
AT10B_S15_NODE_1_length_45468_cov_7,DQ398041.1,33.975,103329,74483.0,Mycobacterium phage 244,75,0.998854
AT10B_S15_NODE_1_length_45468_cov_7,JF937091.2,33.975,103329,74997.0,Mycobacterium phage Bask21,75,0.998857
AT10B_S15_NODE_1_length_45468_cov_7,MN850648.1,48.039,103329,149335.0,Escherichia phage anhysbys,201,0.998859
AT10B_S15_NODE_1_length_45468_cov_7,EU816591.1,33.975,103329,75811.0,Mycobacterium phage Kostya,75,0.998862
AT10B_S15_NODE_1_length_45468_cov_7,KP027199.1,31.008,103329,61251.0,Mycobacterium phage Keshu,57,0.99887
AT10B_S15_NODE_1_length_45468_cov_7,MF324911.1,31.008,103329,61882.0,Mycobacterium phage SirPhilip,57,0.998874
AT10B_S15_NODE_1_length_45468_cov_7,KF550303.1,46.944,103329,148567.0,Escherichia phage 4MG,163,0.998882
AT10B_S15_NODE_1_length_45468_cov_7,GU070616.1,45.982,103329,145964.0,Salmonella phage PVPSE1,166,0.998893
AT10B_S15_NODE_1_length_45468_cov_7,KX349310.1,50.992,103329,174670.0,Cyanophage S-RIM12 isolate RW_01_0310,128,0.998899
AT10B_S15_NODE_1_length_45468_cov_7,JX181824.1,45.982,103329,147745.0,Salmonella phage SSE121,166,0.998901
AT10B_S15_NODE_1_length_45468_cov_7,KT934943.1,45.045,103329,142987.0,Klebsiella phage vB_KpnM_KB57,165,0.998903
AT10B_S15_NODE_1_length_45468_cov_7,KR080206.1,29.982,103329,61081.0,Mycobacterium phage ShedlockHolmes,57,0.998906
AT10B_S15_NODE_1_length_45468_cov_7,JF937104.1,29.982,103329,61147.0,Mycobacterium phage Pixie,57,0.998906
AT10B_S15_NODE_1_length_45468_cov_7,MT178275.1,45.045,103329,143800.0,Klebsiella phage KpS8,165,0.998906
AT10B_S15_NODE_1_length_45468_cov_7,MF373841.1,29.982,103329,61318.0,Mycobacterium phage Hurricane,57,0.998907
AT10B_S15_NODE_1_length_45468_cov_7,MK024806.1,45.045,103329,145127.0,Proteus phage Mydo,165,0.998912
AT10B_S15_NODE_1_length_45468_cov_7,JN882284.1,44.988,103329,147940.0,Cronobacter phage vB_CsaM_GAP31,163,0.998926
AT10B_S15_NODE_1_length_45468_cov_7,KU867307.1,46.956,103329,159878.0,Salmonella phage vB_SnwM_CGG4-1,156,0.99893
AT10B_S15_NODE_1_length_45468_cov_7,KT281790.1,45.012,103329,153714.0,Mycobacterium phage HyRo,132,0.998949
AT10B_S15_NODE_1_length_45468_cov_7,HQ331142.1,46.02,103329,160221.0,Salmonella phage vB_SenM-S16,156,0.998952
AT10B_S15_NODE_1_length_45468_cov_7,JN204348.1,45.012,103329,155286.0,Mycobacterium phage Sebata,132,0.998956
AT10B_S15_NODE_1_length_45468_cov_7,KY630187.1,80.009,103329,357154.0,Serratia phage BF,289,0.998957
AT10B_S15_NODE_1_length_45468_cov_7,MT723945.1,45.012,103329,156354.0,Mycobacterium phage Quasimodo,132,0.99896
AT10B_S15_NODE_1_length_45468_cov_7,MN184887.1,42.968,103329,147321.0,Erwinia phage pEp_SNUABM_01,164,0.998971
AT10B_S15_NODE_1_length_45468_cov_7,MF036690.1,47.04,103329,171175.0,Serratia phage CHI14,160,0.998972
AT10B_S15_NODE_1_length_45468_cov_7,KM677211.1,27.987,103329,60609.0,Mycobacterium phage Murucutumbu,57,0.998976
AT10B_S15_NODE_1_length_45468_cov_7,MF036692.1,47.04,103329,172450.0,Serratia phage X20,160,0.998977
AT10B_S15_NODE_1_length_45468_cov_7,MN234226.1,27.984,103329,61222.0,Mycobacterium phage Curiosium,44,0.99898
AT10B_S15_NODE_1_length_45468_cov_7,JN680858.1,28.026,103329,69279.0,Mycobacterium phage Rumpelstiltskin,81,0.999026
AT10B_S15_NODE_1_length_45468_cov_7,FR667955.1,22.983,103329,38368.0,Salmonella phage Vi06,47,0.999027
AT10B_S15_NODE_1_length_45468_cov_7,JN882285.1,74.056,103329,358663.0,Cronobacter phage vB_CsaM_GAP32,239,0.999038
AT10B_S15_NODE_1_length_45468_cov_7,MN882610.1,43.924,103329,174924.0,Enterobacter phage vB_EclM_CIP9,158,0.999053
AT10B_S15_NODE_1_length_45468_cov_7,KF562341.1,41.976,103329,167318.0,Escherichia phage vB_EcoM_PhAPEC2,159,0.999069
AT10B_S15_NODE_1_length_45468_cov_7,KP869101.1,41.976,103329,168733.0,Escherichia coli O157 typing phage 3,159,0.999074
AT10B_S15_NODE_1_length_45468_cov_7,KR422352.1,41.976,103329,168771.0,Escherichia phage APCEc01,159,0.999074
AT10B_S15_NODE_1_length_45468_cov_7,MF403008.1,90.912,103329,490380.0,Agrobacterium phage Atu_ph07,280,0.999081
AT10B_S15_NODE_1_length_45468_cov_7,MK373796.1,34.048,103329,120120.0,Escherichia phage vB_EcoS_HdH2,112,0.999086
AT10B_S15_NODE_1_length_45468_cov_7,JX042579.1,24.992,103329,61567.0,Mycobacterium phage MacnCheese,44,0.999091
AT10B_S15_NODE_1_length_45468_cov_7,MT176426.1,40.986,103329,167484.0,Serratia phage PhiZZ30,162,0.999092
AT10B_S15_NODE_1_length_45468_cov_7,MK620899.1,33.033,103329,122563.0,Gordonia phage GodonK,77,0.999123
AT10B_S15_NODE_1_length_45468_cov_7,KU963248.1,28.968,103329,98136.0,Gordonia phage Yvonnetastic,71,0.999137
AT10B_S15_NODE_1_length_45468_cov_7,MF377440.1,23.012,103329,60746.0,Mycobacterium phage Bella96,44,0.999158
AT10B_S15_NODE_1_length_45468_cov_7,KJ019052.1,38.037,103329,216628.0,Synechococcus phage ACG-2014f_Syn7803C7,93,0.999287
